protein_sha256	normalized_length	chunk_count	embedding_l2_norm
cbbfcc670c8d3cfe5351d9417fad177009931986ab5207bc8bd5898e389de502	313	1	0.99999994
cccfc1d98eae3098eabc4172a1261029642e3f31e5bbc317cc8a820a75086f1d	648	1	0.99999994
cd085d4391829da9e96878c9f2170c05c298e1c4c86a7f810400d6adda64bbb6	210	1	1.0
cec2dc8185071d2471c2ffb76eb116689cee6fd1f09e350e04d908712bc1ebc8	277	1	1.0
cefe1c176699342ae77190e27db430f96ea13906d014bad93f17570052d770a2	379	1	0.99999994
cf44984a930bc34a258af48ca94cb2e4ffaa34f44ef859a318c7c491dd44d5bb	254	1	1.0
d03e72dda9823b817d1f46412f3cdb7330d7847621dbbb03201048178cc4e630	266	1	1.0
d07722a95e38b3a5df0e01311cb4f97ec309d88e7d9f1eaba11f45263557c1e9	747	1	1.0
d0ba9f9f7c16120c11d2b27069e9f2975301cda3192eb31cabc0612873e44fb7	474	1	1.0
d1e98792da352b2d83ccca532e6144d5e51ae1b39a9c272494a4c18a7d3ec3fd	460	1	1.0
d4b1fe8b0ef4efd0ba5b5981f1b31dc2dfbedcf7d3460360c5c6e5ed5b84f1cb	1177	2	1.0
d63dac9f5688131e7e7cc90de73ec5ba65bec283577307796640c933b88a8655	716	1	1.0
d69abe2f5629e994106c1af7eba3c6b744377a6492bba79182fc81075a33b3d1	794	1	1.0
d83b5e9fba684bbe311c5622a1dd634d55638b2325aac194ed85ab95305091ac	260	1	1.0
d8d9a09c8537a7676740bd7d6b18a14177e983ab4baf3d811f4fbd174960388b	565	1	1.0
d9038a28b26993b5f36dd75e7be1e5ba9326d3ac80b9eace95634d83015fec29	341	1	1.0
d9fc79386f5526c967b0d5b31bf5d0a5c90e715870f3b6c45418a179469d91cf	540	1	1.0
da1a6fa53c530f50e7ee49f5abeb5391aa96639a6de854b40f177873dabdbc61	434	1	0.99999994
da3b17f4cd227b0ca94d4dcdc252f3ec7e7969b638b367ebf09dd8d7577263ea	2098	3	1.0
db890973adef0cf92cef22aff779b77ab85ce8845cca5671811ec9bb02979c08	666	1	1.0
dbb4583267ad40a7dfd854ee3c44ce4be38e137d0570e3eb76cf1854a74e7246	1210	2	1.0
dcea8a55179537868ff898044099f92e9f3795e7d5016dd84383b40c260d0e20	113	1	1.0
de5d96c9d8e7a9085c334baf9c5585f73e03c0c43088632aeb433318aadab21a	580	1	0.99999994
ded6a6063fb8cd20aa0286c4dd059d4044072974d434a10e912500ab8012373f	910	1	0.99999994
dee921327ae6711666ca4416838c17e82bdd59a32d85fa728e7ad91e65e86cda	335	1	1.0
defa1995fbabefcd7f4bf6dab888d02769c2ab647bb8d52c3e2e827bd3630cfe	802	1	1.0
df8894092939153004f0141213875f326ca73a8c9cc7cd2617f1050ad0ae0f79	110	1	0.99999994
e11a8ca0d0d551f3fa704c31f4d0af57361c9d19d838a54bdd6b63528cbb7a1e	1367	2	0.99999994
e21eccad4aa906413ff8b7fcb1a5b107b313731e4054371ff21c72b73ba7ed6f	427	1	0.99999994
e3ee1debd824d0bf66e328728a7470ef914d7f59ae2eb518f89359d8a502d4c3	591	1	0.99999994
e435edc925a4c41f7283d79a822161a4a90fcaab3a03458e2b1837c49445b88a	277	1	1.0
e5e77a81bf7caedc963adee088acfb737d57a9286008e70f828c106e956c3807	265	1	1.0
e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4	260	1	1.0
e789dada59f2ab0f7f8922804e2c42c298767cdee2e7523abe368dfb9b0b3a69	270	1	1.0
e884d430f3b5b239091233d48f91b78d095ad4471ce7b0da5b26142de2221b9b	471	1	0.99999994
e9dfe3add14d17a938d9a42fa9356ddc680181c6d3029b216f9a4577c92b8cb4	577	1	1.0
ea4721a5ea93bf6d6e23f044cdf5efdac2cb780beda957487e86397b35fb1738	496	1	1.0
eaa4d9125eb954d2e4c3512e1954714e862c62da4bc83ac938ec8da98b36de55	295	1	1.0
eaa4e0dc7e76ccef71fba73be558dd7ae0cd85fd3912a261f0311d3d647b0d6e	724	1	1.0
eaa8c7dfaf8ba390e51c80348326406f3e90e4ce1094b226b729704e3e07b204	316	1	0.99999994
eb7ee6827d8cbf99beea37ed7f1c72ea84d307f3e331b29d74450846e9708f47	241	1	1.0
ebf4214c30c2192a7bd93c136eb344901ae051e1c0ccf52581a4cf7c26209514	345	1	1.0
ed2277a5b7e4e7c44a5a8b9cb05f59452041ffcfcca4654de1a91e4705570cda	839	1	1.0
edbd5d8a5deb16bfd31ff3029c7897b816b752cb26cd0dcf23d089dcdd841586	7096	7	1.0
eec310a36523cb25d98cfd2dc2aceb2e7613ce5d0f9ef8174423cfdaca60426b	218	1	1.0
ef0ddbb0badae4eac53608fa57cf54c55cb837d4929048fa6a2339bb30ae8f03	822	1	1.0
ef2ecaee961cda44828ee9144844c80066acc9576e6a151eea65a9dd88a83041	597	1	1.0
ef8b07bce27abb747f01b09be269d0ec00793616982128a5643473fba6a69e3a	669	1	0.99999994
f0b07556edef0452100ab166e3bf1b651c238ba0b7aca80d636b8bd45d47db6c	273	1	0.99999994
f1abca78483b429cc1240887e33597665acc95204d7e8994adc997e3859402e4	780	1	1.0
f1d0798fd964ea83a5c89eebdb57b2c8b113a2cb954cf99c661ff5c37be68a52	732	1	1.0
f230056fbc4ea3b7be7fa4b1258220090ef94e536838664341112d6b83101f4b	822	1	0.99999994
f27fcd0d573a97b87476bb6787bfb3132e8594fa25210161422b16fdc56815cc	575	1	1.0
f3b618f7f525879ec1eb5098b27675243997eeea419eb453488cfefab098226f	484	1	1.0
f3dc4d33671931ee13dc20fdb332ac32302dc4385d5dfd464acf8f9f8a0add76	982	1	1.0
f44af7da75e9935ccc92591ff5a6f660510b7693aaed32b899f023b27988eb08	189	1	0.99999994
f536972711a192fba8626f43ad298b42b597a263c470d6773ef1f53ea55ee7d0	419	1	1.0
f6dfd782829fb63a984eb13e892cf349463cb59146038caa7f915c05ffcbb9ba	706	1	1.0
f81b3d57ede8458226720b8c5e800d40af8b144012767795e6bd8250a93a75a2	289	1	0.99999994
f882612846d661bdc65565cad507904ce902a0c27860dbd9829f841914a7c3c2	610	1	1.0
f8ee24a43bff700620ee6d489592c110b5897c7ee694aea1965b46264c679d9f	864	1	1.0
fb619a5b2a22bab98d1ec43db4cd85b129d53b99bbc0c2ca00a44fdd421828ab	490	1	1.0
fbcde77d0cdd615cde41fed0c8aa3d80bb86a56d8b9854a352830499b096eacf	277	1	1.0
fc502b7363283bca3ea0e276ed1d65d0ae8d5064519a226a06f9c77059235b6f	760	1	1.0
fc7e217443f8e66fc4af3971109e40c570f998fb293d1bf4f799cffcc127e76b	1356	2	1.0
fce6a9d7757a2029e8e81bee3fbc6d10aaf3667093bb265f1ae015c685279564	62	1	0.99999994
fe0f2938edfd18c2c9f2df082bac78d860a1460d38e102b538af545f1149c540	300	1	1.0
fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d	298	1	1.0
fed25e5f15981fd6c829c6bf13f0294382b6323dd8acd2c7c883d069f7d9ea43	568	1	1.0
