blind_pair_id	pair_sha256	origin_cohort	origin_blind_pair_id
BDBAGG_V112_000436	a5df0bd7a4ac1fd2e34607f20f89a4e0252105f583301ea6b84d4c993e3b64c5	v1.11	BDBALL_V111_000851
BDBAGG_V112_000437	e855598ba606f80c401b2902b86177c62ba4b65e288d3fe6b31eb31ea1f808d0	v1.10	BDBPAT_V110_002175
BDBAGG_V112_000438	1a5019c7b5331a3999ced2fbcad582617b45db5aab1f5db39c42872bdeec1610	v1.9	BDBPAT_V19_000378
BDBAGG_V112_000439	d043ae0425b9710235e8fff58137fee954dd792669535a8c87b522590947c94d	v1.11	BDBALL_V111_000744
BDBAGG_V112_000440	24376b70dce37d886200c8a70958c7739ded0c0b8a114488cfd2dd3999fc0ed9	v1.11	BDBALL_V111_000091
BDBAGG_V112_000441	be0775f5c7bf2cbea88928c4737157bc2188856d92bffd9c61d215847be78365	v1.9	BDBPAT_V19_002883
BDBAGG_V112_000442	9db255857d92bf9880bd00dd5a784ba79fe97055016d534d3b996db43f8d3a89	v1.9	BDBPAT_V19_002411
BDBAGG_V112_000443	4783634cae388d895997867cfe2206ed814aa5890d28827bcd1a294fbe2389df	v1.10	BDBPAT_V110_000196
BDBAGG_V112_000444	af4a322ca003afad214e5f6e50a5c7da0450b225a6b6637bd621e64f8371eade	v1.9	BDBPAT_V19_002680
BDBAGG_V112_000445	8af99e627a667dbd19bf42db8b4e6cb0ea6cf986881819cdc7a71e6d700410c8	v1.10	BDBPAT_V110_001837
BDBAGG_V112_000446	0eecfc8a6eba8972280e6b0b67c184b9a5ee7a9c3acfbc3bde5d5b7f7ab17064	v1.10	BDBPAT_V110_001113
BDBAGG_V112_000447	2335f770c5625a0d52d782a2b3a114c9ab3b13d7d798efb99edb4c6927e9fb69	v1.11	BDBALL_V111_000374
BDBAGG_V112_000448	bca35e76aa16e564c94335936941dbaa7662abf365f0d943af6533f5761df730	v1.10	BDBPAT_V110_001529
BDBAGG_V112_000449	63698f80b3d55b7ad918028c462e2d4b5ba669c1fe59b031b08ec00447315d77	v1.9	BDBPAT_V19_001550
BDBAGG_V112_000450	5406d6a4d1b2b4b82fb245176c30c0d153b77cf980971b951bfd26951ea40eac	v1.11	BDBALL_V111_001014
BDBAGG_V112_000451	501ab925857a4adcdaf26d80c00a752670cdc6abc35e90e9ea5eeb1b221613bb	v1.10	BDBPAT_V110_002394
BDBAGG_V112_000452	e18f4771c56c4e38d2cf217078097c964ea9cc83cae2735451f0aa77f1579c01	v1.11	BDBALL_V111_000639
BDBAGG_V112_000453	ef9309943035e63f9e3d0e63442b48785e613fdde5fa387e791a7862f61f2b9b	v1.9	BDBPAT_V19_003657
BDBAGG_V112_000454	d9e547c2035485dbf483e9eae19184920d63da67a859081a4e113f0b5975c8d7	v1.11	BDBALL_V111_000332
BDBAGG_V112_000455	3a8f5f6d3500d54bb7f221718385038fb9db84c950850cce5b4d44c4f34e1afc	v1.10	BDBPAT_V110_001887
BDBAGG_V112_000456	2587b3014134c66d8e1f3173994dca2a761fbadb8fa6fed91d4214d33026cd8f	v1.9	BDBPAT_V19_000553
BDBAGG_V112_000457	96ac64be70a9bbf4f645cacc5cc7ae9c40dd2c98c976c481572f5adbcfb88181	v1.9	BDBPAT_V19_002304
BDBAGG_V112_000458	ee2b983094a17469880caad6f4026b58a30ac08bf31d662a0fe76b29ba386620	v1.9	BDBPAT_V19_003626
BDBAGG_V112_000459	7c9d6568bc7a9c17fbd3248c67d6d26bbf78f77f7e8bc69cbae0703368ff467b	v1.9	BDBPAT_V19_001924
BDBAGG_V112_000460	6c827537a638b5d2b2eeb3bfcf6c7da20591b0cef6e4d151a5d8316e9b6cd804	v1.11	BDBALL_V111_000032
BDBAGG_V112_000461	a309212a37f3f6d4f3326426afec04f224cebbf91dd28993beb64db7e26749d1	v1.11	BDBALL_V111_001081
BDBAGG_V112_000462	db427166f6947a94971ac7ad8367163fb1a838b0fb1fb644690c3e96fdd01e1e	v1.9	BDBPAT_V19_003325
BDBAGG_V112_000463	ccf85af5663154597b9de5110ae62704bfa03d007523a70937df9a32edbb10d5	v1.9	BDBPAT_V19_003108
BDBAGG_V112_000464	ab350a3e355fa4aa63fefbe3de0c9ae8a0d60c7eba33c1c886ff81add37fbcad	v1.11	BDBALL_V111_000933
BDBAGG_V112_000465	2b1dd52628b8ce94ca21b81df2568aa5d4bc14acc6059df5086dfbac91371f0e	v1.9	BDBPAT_V19_000636
BDBAGG_V112_000466	11d314c005057d0c17bc6fb94e3564e01b0dfb546ebbf036d3eb9f7ab979d862	v1.9	BDBPAT_V19_000254
BDBAGG_V112_000467	2cc10662b9cf01ca556464bcfac100f3e3a8935c0967de1cdbfc43b3523363cc	v1.10	BDBPAT_V110_001305
BDBAGG_V112_000468	9d4559c2b8dcba232b28b6adce2171ade2ddbde2b4aa4b1ec43475070d7e57fe	v1.11	BDBALL_V111_000708
BDBAGG_V112_000469	59662cecec059d0c48cac7c1fabc6ed8f257b1366681502f980ac556648a5d75	v1.9	BDBPAT_V19_001383
BDBAGG_V112_000470	6f55e0d6c7e64e8543407f0a44c814682207274e2b2a44fb9d31e4ab4e365ba2	v1.10	BDBPAT_V110_001866
BDBAGG_V112_000471	9a2cee6c89115fdc5582c3cf93f27e85b6b366ae14b720e33199a12be25d669d	v1.11	BDBALL_V111_000074
BDBAGG_V112_000472	3f44f3c0d16f2622b7be5eb02b5e79e889d69928b2d5c44c373577162eb2a41e	v1.10	BDBPAT_V110_001328
BDBAGG_V112_000473	39b0b85dbf9dcfa5904ef9a9d76e74b17b02014e60dc35802722ccfabcb132ce	v1.9	BDBPAT_V19_000870
BDBAGG_V112_000474	af84ddad91d4bac3492ef23caa454acad50277dcff7f05c718c904bb4fb40e63	v1.9	BDBPAT_V19_002683
BDBAGG_V112_000475	c421ba767cfffebdf387a4686e510ce66f00fec6a69e67c29a3b105e28db20c2	v1.9	BDBPAT_V19_002965
BDBAGG_V112_000476	f7fdb7c77d22997121b18afb2b9664d2c9aecdcfc88cd9555c89bfb352eed8a7	v1.9	BDBPAT_V19_003758
BDBAGG_V112_000477	8efaf77d8c61024d20dbcd29407d65545e0281385b326fb60fcdccc5c6b29715	v1.9	BDBPAT_V19_002190
BDBAGG_V112_000478	74f5dfbb9568b43fbc5c2ceda2065484687caa24c4daa2d413f7f3dd6c09c294	v1.11	BDBALL_V111_000285
BDBAGG_V112_000479	255445839502392a8a595f1c6e29521af9e04b11d0ed0bc8eec00d3d71523f1b	v1.10	BDBPAT_V110_002451
BDBAGG_V112_000480	1c30193337d47a6745e20b01c26dd2c32b609ea52495f2f3b299dbf00d7aa778	v1.9	BDBPAT_V19_000406
BDBAGG_V112_000481	95d17163066365449f82d120a06bf4a8a7368d2ae3acc80d7b6a7e08cce0b668	v1.9	BDBPAT_V19_002291
BDBAGG_V112_000482	8ec8fb7fe5028c11fb8494df6260477f98312bf3bac82b29278c077d1ac02fc5	v1.11	BDBALL_V111_000570
BDBAGG_V112_000483	0d1bc26d46c2e004f33abbac71b07fd25b2d4e6e0de40992be01916e5a72a44f	v1.10	BDBPAT_V110_000771
BDBAGG_V112_000484	7429eedde8a6c3f422d93f6e2632a7eb74b2ca28c823e420d7449b2038490997	v1.10	BDBPAT_V110_001301
BDBAGG_V112_000485	d354aed42c020f6bc73d30ab958d53e2827c6b2f19daae95f1f6a29c0b76efc3	v1.10	BDBPAT_V110_000935
BDBAGG_V112_000486	d9a28a94959306b09e3464d643859917071682c85589b740561c479aefdd59c9	v1.9	BDBPAT_V19_003294
BDBAGG_V112_000487	3a1e0d4cc1e7f3affaaa271609c5b05bdd9337ca440f7506ec7c00fb0dcbcd93	v1.11	BDBALL_V111_001062
BDBAGG_V112_000488	32b575685b8b0ff22afffb6143af22a76111da40a1055feb84f1dd6b2968e2da	v1.10	BDBPAT_V110_000250
BDBAGG_V112_000489	0066510c98cdb2aca78e96580c355f453f21ac6c920876c6dc0553f0b2360ad5	v1.10	BDBPAT_V110_000205
BDBAGG_V112_000490	c40be003633190d1ac7af1836645d1b5510730d1532add451002923ea66567a6	v1.9	BDBPAT_V19_002963
BDBAGG_V112_000491	dd2056a2eb5a8b7272e4a06bdba909aae76242292175e4b4c9d771c200e16df5	v1.10	BDBPAT_V110_001598
BDBAGG_V112_000492	e0872992d5da9090fe035415013314ba5cd328748ae7acf43d333b9f2cf62ab3	v1.11	BDBALL_V111_000777
BDBAGG_V112_000493	ac702e2c1abc9ed37dbfacf6aed293390e16f8c235dbf112e150fef6f5770c6f	v1.10	BDBPAT_V110_001593
BDBAGG_V112_000494	0909bf117e4a9b7c027cbbaaabcf7b2aae79ec0f48987078a4af969344c43eea	v1.10	BDBPAT_V110_002179
BDBAGG_V112_000495	60d359c4abbf788f154e05ce7972d6e788b5a9b0c2538114ee05579634a8092c	v1.10	BDBPAT_V110_000403
BDBAGG_V112_000496	33b664fc0fff5485d1cb07afd2251b6f7ce0ead4cb54685a4a7e89e6369ab7de	v1.11	BDBALL_V111_000621
BDBAGG_V112_000497	75c3a529ae8f07257c3eb941c9bebc5f9128d21601da84e90a69a4f692ae4db3	v1.10	BDBPAT_V110_001857
BDBAGG_V112_000498	6aefcdf1948266dbaf00706ec60af5b80820b8162b61636ad4a049ed0686f215	v1.9	BDBPAT_V19_001656
BDBAGG_V112_000499	e06ab579b3ed050317aacad66a66a4aa371825a560806fb6229f345bf939fac2	v1.10	BDBPAT_V110_002067
BDBAGG_V112_000500	9fd494fd2ee8ee953f0f29d56d5670a84d83dbb67000acfe6e971b3dd7d51951	v1.9	BDBPAT_V19_002437
BDBAGG_V112_000501	022aef8043bcdd8d859f3e91334c337a2ecae19d385c3d15a71534ae3c9f6fc5	v1.10	BDBPAT_V110_000092
BDBAGG_V112_000502	060f1b163736e3b5fcee5cc075e56a2d5ff1a8b3ef0d5a811dd701376f49f971	v1.9	BDBPAT_V19_000085
BDBAGG_V112_000503	ff1b7f27c383b5d5752bcd8596764547fb0288a87e1f02ebb23b4783fa591148	v1.11	BDBALL_V111_000107
BDBAGG_V112_000504	2bc07be630558822e914d9be0282e879102812a2070189972952af3f1d2b0abb	v1.11	BDBALL_V111_000232
BDBAGG_V112_000505	03baf7b6798d3f53691d41b6a5360c26278b9b63da04b81ef2352c7c76792cd5	v1.10	BDBPAT_V110_001323
BDBAGG_V112_000506	b767cfd36072c3442d5c4521ff189b29d47ccfc2f0c3963485c022d91c337bd9	v1.9	BDBPAT_V19_002800
BDBAGG_V112_000507	4ebdc95c20b4b241e7be08cd3594e7141e3c066658eb75a51045a6911631a86c	v1.9	BDBPAT_V19_001228
BDBAGG_V112_000508	d612ea88e9f6d17e004932a9a068c264309727f43546533f8904a979f979d013	v1.9	BDBPAT_V19_003242
BDBAGG_V112_000509	64a06233f0bf12271407607542e7c4cf368a393e3701b7f506bd6cf97d714333	v1.11	BDBALL_V111_000327
BDBAGG_V112_000510	05c4eeadb64276b34a64aadf8bfd859069377150401a4ab30d7cb5f139840911	v1.11	BDBALL_V111_000472
BDBAGG_V112_000511	05e93ef2756e7e55fd43e070e39b21c754db11a9c8edc6c87a8ee54e2a14ecfb	v1.9	BDBPAT_V19_000083
BDBAGG_V112_000512	a8cfce952c84f1224163efabeb82774e315893af9c66a29e4cd35018b007373c	v1.11	BDBALL_V111_000339
BDBAGG_V112_000513	518fe81d8e98c3cd56eb90b1e1cf2b8dbdaa13445022d9d0e40c42fa30218860	v1.10	BDBPAT_V110_002059
BDBAGG_V112_000514	0c89886f47455eb1182a54ed1056088e591d47136fe1d314457291df1cbce32b	v1.11	BDBALL_V111_000263
BDBAGG_V112_000515	d2dccf4ce4d1b27c5b019e15223438ee71fda2d5f555c80a1d184814cca83c3b	v1.9	BDBPAT_V19_003202
BDBAGG_V112_000516	024ef44d4e2cfbf725203ee72200566ef5d8e3d828cdd98fcc906789e9a00781	v1.10	BDBPAT_V110_000305
BDBAGG_V112_000517	155ee11aa195449951e88067e0239985e1881e88824b6585c1feea2c7242f919	v1.11	BDBALL_V111_000258
BDBAGG_V112_000518	50cc910444b6e8af52bf8e00cfdb49d47b0c83418eebae048abca634dcd1cade	v1.9	BDBPAT_V19_001265
BDBAGG_V112_000519	7fb87b25948b49aa681124c22c941f03e9aa09d72183fc01b4290a482efa6145	v1.10	BDBPAT_V110_002039
BDBAGG_V112_000520	f4dea1236fa4dba7c3cd85328a93ad7090a2e5783a637af344f57bea01f30298	v1.9	BDBPAT_V19_003721
BDBAGG_V112_000521	7d6b10a21960145bd3df1476b5165fd33e7b20e773d0f2028b48d15491884a31	v1.10	BDBPAT_V110_002262
BDBAGG_V112_000522	e45b63dd5b379abc063ae544585a8f52093d36f28d523afa69a12e4d2da09853	v1.9	BDBPAT_V19_003469
BDBAGG_V112_000523	43c21f7bad52e7e32dc23936bed4244b751beef76086e7ad643b8d131003e1fa	v1.10	BDBPAT_V110_001427
BDBAGG_V112_000524	19901b845bf9b87322b18cea15ca0969be5dff77a5047eb7eef4d22349547fc5	v1.11	BDBALL_V111_000061
BDBAGG_V112_000525	c5a0a1a89b9b649cecfc749d12a51249ef45530536b54c84ff3af3aba6651db6	v1.9	BDBPAT_V19_002991
BDBAGG_V112_000526	395e1a8a3a7c9038ef5f3267076d419e1d51dc7b79b7964eb7d87edaaff3aa22	v1.9	BDBPAT_V19_000864
BDBAGG_V112_000527	26a32e6c1baddbc0b31bfbd9074098aaede01d5becbffad8fac27d70657b620f	v1.9	BDBPAT_V19_000568
BDBAGG_V112_000528	9c84791770962d6ad846be2d9f11f0c73f0594b5d030040877167e50511b0862	v1.9	BDBPAT_V19_002397
BDBAGG_V112_000529	2b2be0a105597d719e4fe1d5c866cb8de74364bac0e558b54743e6509944ab68	v1.11	BDBALL_V111_000201
BDBAGG_V112_000530	17426a09a7455f26d7ba196ea8123e39f6ddc31584d0265cee04460bace115f1	v1.11	BDBALL_V111_001029
BDBAGG_V112_000531	19e94f1fa9ae534bc9c2fc50ef3957a3cc0499620bbddf34ee03c22de343a5c7	v1.11	BDBALL_V111_001020
BDBAGG_V112_000532	7617a9efb5372a2589db4c962a745a2fcde7def218f0b7bc073768b7db824d5f	v1.9	BDBPAT_V19_001822
BDBAGG_V112_000533	e7f255531d1105997eb9d1ffc02105ce714fe20f33bab050151d37fdc5ff55f3	v1.11	BDBALL_V111_000939
BDBAGG_V112_000534	54e762413a43c60fdbe4a105b27fb38bc66a7b0c5b3cbc80fee3427aa596176f	v1.9	BDBPAT_V19_001314
BDBAGG_V112_000535	ecf172391254acb7ae17acf6eb22fe0d3bb208e5c52151f4ab12f3d3d17864df	v1.10	BDBPAT_V110_002384
BDBAGG_V112_000536	d8b602c6e21f0d129472476d57d367e8a2e0c53e83949b8ce6e1a02c27549b16	v1.9	BDBPAT_V19_003286
BDBAGG_V112_000537	754353e910e96a7004c9c0b20833bd3ff8811855564448ffef86cda7f52dbb84	v1.9	BDBPAT_V19_001806
BDBAGG_V112_000538	59e44f8934c06a0867485fd9e30889c20cc1d43268d259ee3179023dd9caafca	v1.9	BDBPAT_V19_001395
BDBAGG_V112_000539	36e2b131235bb8994a0900a4cd980bfd59c02d4a7d4b31c86a3a0923b35b1da5	v1.11	BDBALL_V111_000943
BDBAGG_V112_000540	c045b493aefee86f65b05dfc6c137461b8629166718d1a5bc5a19f4998bc9ae1	v1.9	BDBPAT_V19_002913
BDBAGG_V112_000541	406603710175288c8087692760591a050d979619763a4b072e6ddf8ac3058257	v1.9	BDBPAT_V19_000960
BDBAGG_V112_000542	0ea03e2071a218402e831e3c0887bb25fa260cbd2ec2e8ecec5871b2d7d99191	v1.9	BDBPAT_V19_000191
BDBAGG_V112_000543	1d3a8b0663772f7fefd4d1cb7433577f347c230d82089bc32c30266953e327ed	v1.11	BDBALL_V111_000301
BDBAGG_V112_000544	a810bb132ed5a5a6243b01834c2c48b277da21fd75f0fed4238b47d5c5eb2088	v1.9	BDBPAT_V19_002558
BDBAGG_V112_000545	1854040b7e18f9c59a544426b5aa488fdf10283068b53c54c3fb7c6fc0cb9f34	v1.10	BDBPAT_V110_001320
BDBAGG_V112_000546	8e7679302e1ea1805a221aa5099cca9414c35e3712279ea3f6b9f98b115d8958	v1.11	BDBALL_V111_000321
BDBAGG_V112_000547	9e7afe5dd5fae77938260c6d12c17a4f48cde37543d80b5b21e47fb705258bc4	v1.10	BDBPAT_V110_001709
BDBAGG_V112_000548	2ebc0290251bf0520666c0395ae2f50b14dffe0e20e549a0e34ae24e03e34818	v1.10	BDBPAT_V110_000867
BDBAGG_V112_000549	907e9a77be5f3671fbfa352ec991b2f7a6f4317aff0d3613e5a0e0516df53938	v1.9	BDBPAT_V19_002215
BDBAGG_V112_000550	531b240af4d56b33b93366edccc97dd50487ca5d3fae0d777b8ec54694ac7f2a	v1.10	BDBPAT_V110_000247
BDBAGG_V112_000551	4a9112d683c49c6b355ecc3a73ec5eaa3a0eacf9bc28087bb048e2a540ec64b7	v1.10	BDBPAT_V110_001651
BDBAGG_V112_000552	3b0aa4fd50b78fd145dc7da3ad4f9f9dfad6aa7b0d4473b4a0b10f4658f1af5a	v1.10	BDBPAT_V110_001960
BDBAGG_V112_000553	d8960ac541d728167272e29a4c9ca19cd2d3b41bea8f37f5f22d6879de4f5e66	v1.10	BDBPAT_V110_001182
BDBAGG_V112_000554	406411e95a6761e9d28026ba9becb62ccc01b32c09c1510484d119efb70ebde3	v1.11	BDBALL_V111_000089
BDBAGG_V112_000555	72c01f9e6facefb016f8b3e633d9fecb83723becaeec9124db09647c89ba1ba1	v1.10	BDBPAT_V110_001134
BDBAGG_V112_000556	48c897d9a7ba54035af59b6d34204467d0e6547467a385c579a0c491724441b4	v1.9	BDBPAT_V19_001107
BDBAGG_V112_000557	eec00bb234ffaaaf78ac13217e6535c849ae8380b40063b39cae514123229b61	v1.10	BDBPAT_V110_002412
BDBAGG_V112_000558	1c38a06e93eb7a9a0fcc8ee8f641a62b46f1dc08af84bd3572bc904d528279d3	v1.10	BDBPAT_V110_001928
BDBAGG_V112_000559	2c2baed75286f56b2ca7d9cfb1e32a949e2b2bcf34f5f69268dd6dd7a60b2f54	v1.9	BDBPAT_V19_000656
BDBAGG_V112_000560	0bf3fd4435e41492c4334b4bf674a0d504756967f841b8911e6c580ff09d9b11	v1.9	BDBPAT_V19_000159
BDBAGG_V112_000561	d1be6a1e8d0c3605b0ef209adf62937230c783861328ecb1dba1ab56fe4099e2	v1.9	BDBPAT_V19_003189
BDBAGG_V112_000562	668f47483f874badcc3ad7dc40a4733f6c487ee7f3fceaebe2e0db72f625e97e	v1.9	BDBPAT_V19_001590
BDBAGG_V112_000563	9960e1d706909a8ec322e00f6ccc07447b8f640ba4d36c76106d5579dafa6c86	v1.9	BDBPAT_V19_002348
BDBAGG_V112_000564	a9810954e66389706101a582d60d92366ba82d4b87310f694d06567fda135d1f	v1.9	BDBPAT_V19_002583
BDBAGG_V112_000565	d4097ec2a276aad6f36e1d98f3919011fd1fff128fe6f1cfe7939ff4ece10a93	v1.9	BDBPAT_V19_003217
BDBAGG_V112_000566	ebd589e828dbd255b39ad04217fc54436558748a15378710960f8521c1b9ec97	v1.9	BDBPAT_V19_003582
BDBAGG_V112_000567	4cb0001f1cd51488097828240ccd735a0a8e39179a65a5296032b2209b780bbc	v1.10	BDBPAT_V110_001325
BDBAGG_V112_000568	daae89c8973ce6fd960ddba24b2e6862c2fa7c80366fe20cba60ff669bee6780	v1.10	BDBPAT_V110_001347
BDBAGG_V112_000569	ad32e5bb123db45cf9012ec5b718a21df40990a36f154d23752890a55977e3de	v1.9	BDBPAT_V19_002651
BDBAGG_V112_000570	1a987a71742eef9c8125076964085e76a59a7dba6b8b2a01df7331d48f581f26	v1.9	BDBPAT_V19_000385
BDBAGG_V112_000571	cc3e315f77dad373f1a0924411ea25e32cf585eead2fb8c663a02d85661074a5	v1.9	BDBPAT_V19_003103
BDBAGG_V112_000572	672f2fce2454f1081cdc0b16bc1d30cdd7765f775f5d13a87987d47605431ac9	v1.10	BDBPAT_V110_001966
BDBAGG_V112_000573	d28379583eeb15b042ebef42500a324863e49e2e1460b742844b3ede513f7b45	v1.10	BDBPAT_V110_000997
BDBAGG_V112_000574	44b509142de005e4d16111159ad59f4df9282a721e9dfe329d4d8c94cc242df5	v1.10	BDBPAT_V110_002272
BDBAGG_V112_000575	9d3eb4a8e0be8b2f7cc54d0af5e9c7ecaa08255bffa56ec591dbc385108e614c	v1.11	BDBALL_V111_001063
BDBAGG_V112_000576	2c5b08c9da37876f932cd5e67644376c2911bf43911043b54773114f56faa298	v1.10	BDBPAT_V110_001252
BDBAGG_V112_000577	68ab2590675b0167758eb2b4e3244419144772c473c30445893c2dd1cd9a160c	v1.9	BDBPAT_V19_001623
BDBAGG_V112_000578	173d4693f909fad145ba1e3b250b73296c0bd4a8cf5f3a3c9e43628c31101063	v1.9	BDBPAT_V19_000326
BDBAGG_V112_000579	889812396cf4b8e4d5f90e8c5aa3d9b2afd70409bcee413185d3dde0af65b48e	v1.9	BDBPAT_V19_002083
BDBAGG_V112_000580	5b235aa57a1e3c4a0fcad446ae07e5c88aca59e55ad33f1151ec41c8efb51297	v1.9	BDBPAT_V19_001415
BDBAGG_V112_000581	90267afd202c381e0b6ab561cff5a060164f086a86c7eaeecfeefe2c7ceed825	v1.9	BDBPAT_V19_002210
BDBAGG_V112_000582	1ff2e1fb3bebff7e879da2ea21d640c111b9cc715d7d1e405eb9c94e5d4703f2	v1.10	BDBPAT_V110_000721
BDBAGG_V112_000583	2113eeb73f364e36ce55ca97a8dd90ddbf12f0feefb9dd89c9812454bf8e0d41	v1.10	BDBPAT_V110_001642
BDBAGG_V112_000584	4b19030ca6fe202ef613290f075da7dd9a4d471ca262b6beb485b8d48eb4ad85	v1.9	BDBPAT_V19_001155
BDBAGG_V112_000585	f9b9d9d93a33ea975464e840c33a4607a40eeb63e46f26377a006fec430cc6c1	v1.10	BDBPAT_V110_000917
BDBAGG_V112_000586	0b578cf580b8607a743a07d8e1be4993f48580378d43d4829086f899c94b4b0e	v1.11	BDBALL_V111_000131
BDBAGG_V112_000587	ac40738994f20bce5f94d5aeb10198b25badb8d550beb396fbd20b5208a30008	v1.11	BDBALL_V111_000949
BDBAGG_V112_000588	1e2b045685078e1f1675dabeb83b1b416d6e79e7002e6795035333af8ca23202	v1.10	BDBPAT_V110_000235
BDBAGG_V112_000589	5d5ba919d35368a6d188b11b39b5fca7568ebcada1bee55fa2cd094cdfe89a31	v1.11	BDBALL_V111_000856
BDBAGG_V112_000590	a931866f022a2e2a874cbe3657662e9af7fcf8533d17a7e8e83208257434549c	v1.9	BDBPAT_V19_002578
BDBAGG_V112_000591	4bc3a395e2c25f9092fdc7e91c95a3f4363405104d5e0b55ac838c6330401b65	v1.9	BDBPAT_V19_001171
BDBAGG_V112_000592	030c494e4eb31da740607826b3061fb2034d7352880f076b59e07e264fc37585	v1.11	BDBALL_V111_000175
BDBAGG_V112_000593	01831c92cb0eb6d270a1888722c6fed5b7cdd94791ae5d85fbafaf5e7461be18	v1.11	BDBALL_V111_000218
BDBAGG_V112_000594	02451bb19c91219430e5806043f6ac14db40fd04687aff7e01136cca92d13e4c	v1.9	BDBPAT_V19_000038
BDBAGG_V112_000595	1edb7c85cfcf25be13c9fff2992693106bc09f237afc76757c529fe48bbdc260	v1.10	BDBPAT_V110_000697
BDBAGG_V112_000596	6372c335fd069780a4762b02b371fe5fa72c203a5fba30b59e4c94cc60beabf8	v1.10	BDBPAT_V110_000613
BDBAGG_V112_000597	c5308f7942149648d304a2bb6fe5fe047d3be89fb5d0d08e461e3a968bc6429c	v1.9	BDBPAT_V19_002984
BDBAGG_V112_000598	66a46c0d866e6f77c3f6afa901d8c1dbe37c20bf2d1deb20099941dc1254dfe0	v1.10	BDBPAT_V110_001732
BDBAGG_V112_000599	752564ffb05a863f81ebfb12856eae1e3352e27d99b342082c426326a523942b	v1.10	BDBPAT_V110_001192
BDBAGG_V112_000600	28ecf596c9c0f9a0a3b37ee4f3b9ee23cd8e3dbca1bf8d8acd802dfd8a145414	v1.11	BDBALL_V111_000788
BDBAGG_V112_000601	9be4db426bc9044c9d92ba3e7bfa36d79b20e902b1d2d854289d518a3daa0eb1	v1.9	BDBPAT_V19_002380
BDBAGG_V112_000602	fadb501e6ea025c30f8ae6ac1eb9ffa08df2abd4eca5052d647d02eac4be6097	v1.11	BDBALL_V111_000735
BDBAGG_V112_000603	166fbdf1a1db20814ae0addba9ca172765bf9acb5020a3b294a99ac4697b3850	v1.10	BDBPAT_V110_001269
BDBAGG_V112_000604	893f57c8ebfadfe9f7b761828a1b35796428fcfb3e8376968d1517104dd4aef2	v1.11	BDBALL_V111_000126
BDBAGG_V112_000605	6f0d5a0b3fd3016f995b4749823e3448a063af034901b6b29da5cc19aefb171f	v1.10	BDBPAT_V110_001813
BDBAGG_V112_000606	b3abb815aeb6bee9b249e6c51667c409277ebfed133b5fe46af80c98fb3ac5d6	v1.9	BDBPAT_V19_002739
BDBAGG_V112_000607	5403c5daa9f830fbdebe11cf1dc8423cdc3d87d21a7feb12101df08a86e828de	v1.10	BDBPAT_V110_000295
BDBAGG_V112_000608	43c6940e659fcca69563131e77008e08c435ec5585ee45f47a4692f6f502cdc1	v1.10	BDBPAT_V110_002140
BDBAGG_V112_000609	46444988d25da0b82add2c30f3c3b0f6d94e0f9c2cc646a38db10553c4d8f81a	v1.11	BDBALL_V111_000729
BDBAGG_V112_000610	32005ae1fd38b66f4e5eb047bf91c057ffeecd8103a068ed1c512afbca8fa5f3	v1.11	BDBALL_V111_000447
BDBAGG_V112_000611	06eb0e7c48003d48f6bd62fd13d35dc6dd9da85ef4d4d01b8fac2f0730dd1340	v1.11	BDBALL_V111_000629
BDBAGG_V112_000612	44205131c01bf8b94c7a1e719c36fa508a9b84a81338ee6aac68ce5079a9185a	v1.11	BDBALL_V111_000133
BDBAGG_V112_000613	74068f9ad52cdf849eb2715389d0703a4ca55f70108c31b098bc4dfc40ff4c79	v1.9	BDBPAT_V19_001784
BDBAGG_V112_000614	ac908c5d53477ca2e0a27212dc3314cd47bb56fd80e9e3f54cbe2cfa8995042d	v1.9	BDBPAT_V19_002639
BDBAGG_V112_000615	2a06a9ad91b3bc6267e046198fc21f0f892ce82f28c8435e2b254c9481074d28	v1.9	BDBPAT_V19_000620
BDBAGG_V112_000616	c0635ef32b5a008d259d68000b412541a003267c04c60a5ccfc30d39ec2f6601	v1.11	BDBALL_V111_000521
BDBAGG_V112_000617	4633ea34df7e534e8e73ed596d3898f5a6fe1d8261e895b645d90958840dbefa	v1.9	BDBPAT_V19_001064
BDBAGG_V112_000618	82592a2027322114249a3e7efb8c1a3e9c8f04920f5f9b808065a802afe57689	v1.10	BDBPAT_V110_001580
BDBAGG_V112_000619	2376f94c3ae9392038a5f7d587b53d7f0f6950b7e761925b2562a4ca15eaadab	v1.9	BDBPAT_V19_000508
BDBAGG_V112_000620	d357559bb559f6c52e71a86fb5f9691bb3c20f262ea4b390fe255714f4b8cebe	v1.10	BDBPAT_V110_001091
BDBAGG_V112_000621	e50280492db0e6c7b2d5e053c316c6dde7fe2d12cbd5f3383f1cf4be25f322cc	v1.9	BDBPAT_V19_003478
BDBAGG_V112_000622	4808319cfc489e6ce953f96f4f5bfa4994b480c7c9aa1200fdf2ea04ea16ee12	v1.11	BDBALL_V111_000752
BDBAGG_V112_000623	170a5373ffcfe9a399c4dc1147ac4caa61789536528e6344706c5636e3586d17	v1.10	BDBPAT_V110_000568
BDBAGG_V112_000624	ea1304e5cefa48b73a5d7333fd52c53ebf737f568388ac869a161f5cb67d3c0a	v1.11	BDBALL_V111_000882
